,index_survival,msno,n_prev_churns,log_days_between_subs,log_days_since_reg_init,payment_method_id,log_payment_plan_days,log_plan_list_price,log_actual_amount_paid,is_auto_renew,is_cancel,city,gender,registered_via,age_at_start,strange_age,nan_days_since_reg_init,no_prev_churns,duration,event,censor_duration
1222,1046552,LOy3D3/4SFBjSJWLv0okf1Vhw1vm+DbSfBPNteI8/Ac=,3,0.0,7.669495251007693,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,15.0,1.0,9.0,21,0,0,0,86,0,86
1223,2851943,zmCHik+MGXxMAizh0/gdhMHqD7qQHZO91qLQlNRUswQ=,0,0.0,7.292337176173878,35,2.0794415416798357,0.0,0.0,0,0,13.0,1.0,3.0,36,0,0,1,7,1,63
1224,2356164,ogGD2iiJLYvVqSJTLjYRQmFtV6D+aM+nNbUhaGA9JNc=,0,0.0,7.501634457883411,25,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,5.0,0.0,9.0,27,0,0,1,210,1,667
1225,1924253,f12WO5J1z+7VJE/8PqCQIXhhGfUBRo+ajaWi9VQCKRc=,0,0.0,4.804021044733257,41,3.4339872044851463,5.0106352940962555,4.787491742782046,1,0,15.0,0.0,7.0,28,0,0,1,573,1,735
1226,2168902,kTgmZD57AHURIkhf3bEr3lrN/ZnfJ+BqaegiApGCueo=,0,0.0,6.71174039505618,38,6.018593214496233,7.489412083508719,7.489412083508719,0,0,18.0,0.0,9.0,51,0,0,1,411,1,573
1227,1410833,TYYOj+WleuNo80hqO3uUsc2y76JubthkLvZkWPs6+7k=,2,5.030437921392434,7.354362330421478,28,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,9.0,1.0,9.0,32,0,0,0,30,1,311
1228,976521,JqsSmFFHA++PH2AP5wpNvD+5B8ItNDOQ/PWxFHsoipc=,0,0.0,1.6094379124341005,33,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,9.0,27,0,0,1,447,0,447
1229,1639847,YfoRR9Ahs++Z8ZWvv7F+okmICd354crxLZXwWVCXfJY=,0,0.0,2.6390573296152584,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,5.0,0.0,3.0,22,0,0,1,30,1,467
1230,1139444,NV+9SxAeFB3kV/I0denVCl56dtrCWFHcfZCeJAFLGxU=,0,0.0,2.302585092994046,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,11.0,0.0,3.0,26,0,0,1,243,1,563
1231,2005138,gpwrx/ddf0FVwlyoIN9ynDGW1S1JUAJ50+06aM+B+a4=,0,0.0,7.669495251007693,37,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,22.0,0.0,9.0,34,0,0,1,335,1,729
1232,1940136,fNmax0KHhQNu4TdzmoR6G4sx7FaL2xsAC5p6QiGUyNg=,1,0.0,6.4967749901858625,28,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,13.0,1.0,9.0,16,0,0,0,91,1,590
1233,2113140,jEcVCz5VefA38dKZj1IPCMTuTVWE2PDohlru7pJoHS0=,0,0.0,7.2591161280971015,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,14.0,1.0,9.0,26,0,0,1,430,1,729
1234,538626,A/PTgh8oCnd0M54XvdmUCFNa7HMkuZa2tOPbib1jrEY=,0,0.0,8.218247926685745,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,4.0,0.0,9.0,0,1,0,1,218,1,615
1235,1700531,a0MhdlLc0YEgo6UwEHC5aaG/JdIrN/5tNak7J2mu6Cc=,0,0.0,5.6240175061873385,33,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,3.0,33,0,0,1,546,0,546
1236,10483,+CsVGxfrp3WijB7NgipP7J0J1YHPIIFG8/HabFjJRjY=,0,0.0,5.5093883366279774,32,5.278114659230517,6.796823718274855,6.796823718274855,0,0,4.0,1.0,3.0,31,0,0,1,332,0,332
1237,2858108,zv+pUZFRSY/LmKGwgjuKpMj11PG1xUc0MLWEqw3dxe0=,1,0.0,8.263332667439967,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,13.0,0.0,9.0,34,0,0,0,182,0,182
1238,2490422,rggS860eY7/WV6fx9HMHEvsiH2x7d1LdkPGPSxdPc5E=,0,0.0,4.955827057601262,31,0.0,0.0,5.0106352940962555,1,0,4.0,0.0,3.0,24,0,0,1,30,1,670
1239,1142502,NZN9b3lVmwzs0a/YLaPpDUj0rnSNZJm/5PHs6IiET24=,0,0.0,7.791522819150733,31,0.0,0.0,5.0106352940962555,1,0,6.0,1.0,9.0,27,0,0,1,30,1,670
1240,111087,0SA21BM9QWvYnAAt4BS/kHqrloLSY2gv48nAfmmz5F4=,1,0.0,6.981934677156389,33,0.0,0.0,5.0106352940962555,1,0,13.0,0.0,9.0,29,0,0,0,579,0,579
1241,801387,FvnnMKKGuMHhkB7mz9ARxczXB1jQ70YTzgvPR6Zwh9o=,1,0.0,8.176672771948455,34,0.0,0.0,5.0106352940962555,1,0,13.0,1.0,9.0,25,0,0,0,579,0,579
1242,278985,4C/xAGUZfhrBCBsz2Tl/aH1LneUGi7Q3aR2AQ0Tfu78=,1,4.23410650459726,7.542213463193402,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,13.0,0.0,9.0,39,0,0,0,413,1,440
1243,300051,4g6wyjNELqpU54i9ll+yWcW+n+j6zWXEf/z/h+F0ByI=,1,4.02535169073515,5.043425116919247,38,6.018593214496233,7.489412083508719,7.489412083508719,0,0,14.0,1.0,9.0,20,0,0,0,410,1,563
1244,2681347,vwgk8NR+LvVrw4Y8W8KpQgelWxkS2rvNG0NcRo0tKls=,0,0.0,4.290459441148391,29,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,15.0,0.0,4.0,20,0,0,1,234,0,234
1245,2336311,oDXNoKIvqQo1XTIEerYL1o1XGPHhlfBXtHuGsXFWZfc=,0,0.0,1.0986122886681098,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,22.0,0.0,9.0,23,0,0,1,221,0,221
1246,2277765,mvst6kF6ZQNMEcw+27Nk0BUnTXd/inVq8JsqXGdhwgc=,1,4.276666119016055,6.853299093186076,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,3.0,23,0,0,0,30,1,361
1247,2728476,x+XlEYCyYSWyaQU1/SV7oFwFC2qjzcpewZMjxOH60yQ=,0,0.0,2.0794415416798357,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,6.0,0.0,3.0,20,0,0,1,4,0,4
1248,535669,9xFHoyAqHvd44w6DxtWaVMLZ8KF0mPCQnpvNU8BNjLA=,0,0.0,5.886104031450156,25,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,13.0,1.0,3.0,25,0,0,1,30,1,745
1249,689864,DPGzOIu2AjCkvujBVUL/VvT5ESVCiiOHKzoljW2swdc=,0,0.0,8.073091199693152,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,15.0,0.0,9.0,19,0,0,1,699,0,699
1250,2751464,xVjhXDXRjUhpNy4yv8q/SCe9n+OaQ5qo2t14oyA6+jA=,0,0.0,2.19722457733622,38,6.018593214496233,7.489412083508719,7.489412083508719,0,0,5.0,1.0,3.0,24,0,0,1,410,1,484
1251,458655,8DH4GsFhbNpscIanLCpo9D45uie6JBrLBS8mnPmCGwI=,0,0.0,6.0661080901037465,22,6.018593214496233,7.489412083508719,7.489412083508719,0,0,4.0,1.0,3.0,19,0,0,1,420,1,527
1252,452965,8559s3LatjQyFca1yxiTLqPcxjKCcfFMr0MvJm6JHCc=,0,0.0,6.317164686747284,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,9.0,1.0,3.0,25,0,0,1,402,1,729
1253,896190,I1PR8tuClPEzTscBqTfm2ypCLXB3WfI3pZ44opAOIS8=,1,0.0,7.845807502637805,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,4.0,0.0,9.0,31,0,0,0,182,0,182
1254,1518702,VyweGYgRcQn3zvpg4qFayrcQGFoNmsjG1T/wc1um7fw=,0,0.0,6.992096427415887,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,13.0,0.0,3.0,27,0,0,1,741,0,741
1255,1112202,MtTZEISLIAWTXgKCtSaRI6878yinQjuqKFxzbbl0cRk=,0,0.0,7.661997558901893,33,0.0,0.0,5.0106352940962555,1,0,13.0,0.0,9.0,24,0,0,1,30,1,670
1256,1763398,bQuCxKKQb6sfKtkOBawhm5xMAiCIM+PQegrkwpaPMQ8=,0,0.0,7.973499964024629,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,22.0,1.0,9.0,27,0,0,1,413,1,729
1257,1579236,XJfXQH9KBO36Dxxpy997um79GJhG62roYEFqE36TVxg=,0,0.0,1.791759469228055,35,2.0794415416798357,0.0,0.0,0,0,15.0,1.0,4.0,37,0,0,1,1,1,448
1258,158461,1VpDkQvHNmETax/th+QAee8dPps5Q8pW6xL/sb1/YdE=,0,0.0,3.4339872044851463,29,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,10.0,0.0,4.0,100,1,0,1,11,0,11
1259,2681969,vxfFwDzfO7oSvgzexHzHpxF13YNeYhe0WJxq9GweidU=,1,0.0,7.373374309910048,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,3.0,0.0,9.0,20,0,0,0,182,0,182
1260,1600449,XnuU2SucQlhyge/rUrAW8oB0Cpb1t1vMBcYH3CYmyuQ=,0,0.0,8.216088098632316,34,0.0,0.0,5.0106352940962555,1,0,13.0,1.0,9.0,33,0,0,1,30,1,670
1261,1993963,gaTDD6UxXZkuB2Nx4Q9EU27MRm9lze/VfunxWSUzQeQ=,0,0.0,8.163371316459912,19,0.0,0.0,5.0106352940962555,1,0,13.0,1.0,9.0,32,0,0,1,30,1,670
1262,259350,3mR08ZOshMkDQje6uhiaAQ+GSPJNA5LjBGQ+GUbnqT8=,0,0.0,7.234177179749849,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,9.0,30,0,0,1,414,1,729
1263,981757,JyBtM5TzLnDM26qf2L3OMJn7/FjN2K1YdKumSvi6WSI=,0,0.0,8.19533366716287,34,0.0,0.0,5.0106352940962555,1,0,5.0,1.0,9.0,24,0,0,1,30,1,670
1264,2431227,qLWfqzyzaNMwAEPh/mP5lIqmQyD7JERzS0RHTRsM6PI=,0,0.0,7.961718815981362,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,18.0,0.0,9.0,33,0,0,1,414,1,729
1265,1228932,PV1LE1zjdj+WbUffqMmu6Ynk2ea4jeX2bAzODrfRzDE=,0,0.0,4.5217885770490405,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,14.0,0.0,3.0,24,0,0,1,62,1,400
1266,2676555,vphPIceOGC6YgiV4B62mavk21QG7U3qI5c56tZZmlPA=,0,0.0,7.066466970136958,34,0.0,0.0,5.0106352940962555,1,0,15.0,1.0,3.0,17,0,0,1,30,1,670
1267,2344290,oOykwLqUtSOXwadAdKpXcLD8oiIK9JH8Eg9yksXlcL4=,0,0.0,7.9211727215870145,35,2.0794415416798357,0.0,0.0,0,0,8.0,0.0,9.0,35,0,0,1,8,1,602
1268,2194939,l3C/wRcsUdJovDPKlAzjfvm/28DD/CfKtagO0ezx1IQ=,1,3.8712010109078916,5.68697535633982,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,22.0,1.0,4.0,18,0,0,0,30,1,143
1269,2314525,nkOpKnpQV5xWes0gygV4C5Ah6nkRdAOEsvPOc+2YNMM=,0,0.0,2.8332133440562166,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,3.0,1.0,3.0,24,0,0,1,94,1,517
1270,706796,DnPECEsSlP4yLiH6PhDzedrIxnYRIUzG82maq64OKio=,0,0.0,0.6931471805599453,41,3.4339872044851463,4.605170185988092,4.605170185988092,1,0,21.0,1.0,7.0,28,0,0,1,387,0,387
1271,1932403,fClNUpWr1f40dinQuArNkLVYctoIvA/gY25txREB2HE=,0,0.0,7.640123172695364,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,11.0,1.0,9.0,20,0,0,1,459,0,459
1272,2306562,nZBAwdGaadhgRfyF569wsyPhO1c5YOzBpbeqacc0wjM=,1,0.0,7.91644286012226,34,0.0,0.0,5.0106352940962555,1,0,13.0,0.0,9.0,19,0,0,0,579,0,579
1273,1091347,MPV4j9Q/EYQHcXGwXM8L1jZ/1UzRoxXngu9JmirQv3I=,0,0.0,4.727387818712341,35,2.0794415416798357,0.0,0.0,0,0,1.0,1.0,3.0,20,0,0,1,10,1,604
1274,2136499,jlgIAT2vRA3FYWgD32hGl3taat6jkUNnbXFwTsTj45g=,0,0.0,1.6094379124341005,32,4.51085950651685,5.700443573390688,5.700443573390688,0,0,22.0,0.0,4.0,22,0,0,1,290,0,290
1275,532994,9tW23LG3QfYqjx+m8Mi31+LdzUL+1r4YKNyamkSGI4E=,0,0.0,7.970740390007094,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,13.0,0.0,9.0,40,0,0,1,311,1,617
1276,2205025,lHrNavVqiSPcwQTOO68UgLXHeyNtuz62UD0u2AyBw/Y=,1,0.0,7.477038472319696,38,2.0794415416798357,3.58351893845611,3.58351893845611,0,0,13.0,0.0,9.0,20,0,0,0,44,1,417
1277,1151956,NmsorS1a1QVL0W2fqkaGBZB8CB/v1EIeI7/1dyMfSdg=,0,0.0,7.284820912568604,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,15.0,0.0,9.0,24,0,0,1,186,1,729
1278,9620,+BbRFge685+tR7qrskMiaDTIgNfTwNIbse3UVbeO3GA=,0,0.0,8.318986125392058,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,5.0,0.0,9.0,42,0,0,1,485,1,586
1279,1655916,Z0o2x8VOH5NmPl6S8ifBtYlZ+v5t6Qra70UnUsRWsoI=,1,0.0,7.51479976048867,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,6.0,0.0,9.0,43,0,0,0,182,0,182
1280,2298909,nO4eBAiA75vi4UNs/L8xqNN2gW6CHWLcz/oTW5Fm2EM=,1,4.68213122712422,6.289715570908997,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,1.0,1.0,3.0,0,1,0,0,30,1,130
1281,61230,/LGWVYkYRcrxRAMNTZ4y551BA9C19AfM13UQytxxsxI=,0,0.0,8.226305988015508,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,4.0,0.0,9.0,30,0,0,1,123,1,732
1282,729508,EI4zoEa9uEmzfpARqHn/pLi+Banxfq7XYaFMhsJCI8Y=,0,0.0,5.272999558563747,35,2.0794415416798357,0.0,0.0,0,0,6.0,0.0,4.0,30,0,0,1,7,1,67
1283,1964673,fwpGml185zv3rkLZgy+t+1ks7G1F/EYjieH2vkZT258=,0,0.0,7.2254814727822945,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,4.0,1.0,7.0,37,0,0,1,410,1,474
1284,2546183,swDYhHBZ6wH9+ZGB3kUNknJITzI+havrXnbnldMc3L4=,0,0.0,6.643789733147672,31,0.0,0.0,5.0106352940962555,1,0,5.0,0.0,3.0,46,0,0,1,30,1,670
1285,2426586,qEsdyONfwjf/mO6ZkkrUpFyQ+XKFTHO7eBdX/rD7y0I=,0,0.0,6.890609120147166,41,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,13.0,0.0,7.0,25,0,0,1,759,0,759
1286,1874998,dwj2c3dmZE2PctDU0+o5bNrsk3soI0CuMgCCitnY/Lk=,0,0.0,6.280395838960196,35,2.0794415416798357,0.0,0.0,0,0,1.0,1.0,3.0,20,0,0,1,7,1,87
1287,881402,HiOfmm0LvA3ZYXHq+2eILwGA0bBbcFs8W4JQqc8zQKk=,0,0.0,7.0282014320580055,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,4.0,1.0,9.0,17,0,0,1,759,0,759
1288,1462116,UhphJQGJ5fbwGh6Xb5YgTzh7xTLKM6Z2IUAqsXhF3PA=,1,0.0,8.296546520300614,31,0.0,0.0,5.0106352940962555,1,0,13.0,1.0,9.0,26,0,0,0,579,0,579
1289,2562422,tGzm/fK7R0r1AdODRTWn9DNGDFpVnyHAtWEPzZzWXis=,0,0.0,7.791109510610028,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,6.0,1.0,9.0,25,0,0,1,30,1,714
1290,2048480,hndWM/DSMIu+UYH9hM0CqB73zrrMjXKP2izr2wsFgcs=,0,0.0,0.6931471805599453,37,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,4.0,34,0,0,1,33,1,392
1291,736588,ESKMW6cRontFE0BcF1LwR9WYtcUFQcoqXeXkh7bYmwY=,0,0.0,5.545177444479562,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,15.0,1.0,3.0,23,0,0,1,149,1,743
1292,1890944,eHpM9Nyq13QEPmrAdBr4xWk6rrKbCpgxYr+wAHB8PhI=,0,0.0,8.089789175789319,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,13.0,0.0,9.0,27,0,0,1,403,0,403
1293,2615110,uSBA2QjiR+WW+XXA2tUoVoSYFga6KWKmJ/uCLUSPheE=,0,0.0,1.791759469228055,28,4.110873864173311,5.7071102647488745,5.7071102647488745,0,0,4.0,1.0,3.0,20,0,0,1,60,1,382
1294,2859243,zwdgSWNsi5AlDuzzBUFvieai+qtrADSSLQBjjBMWL3w=,0,0.0,8.001019961323651,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,9.0,0.0,9.0,23,0,0,1,757,0,757
1295,1003206,KR5xhSX5Fj7QD4X+XVNME5wA9QvJElykpHGRkjMwTRg=,0,0.0,7.402451520818245,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,15.0,1.0,9.0,17,0,0,1,341,1,729
1296,2198300,l83USXiSCE/1+kaKMEC6TQA09jATq93WWurrC9zy1Ts=,0,0.0,6.519147287940394,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,9.0,26,0,0,1,91,1,753
1297,826906,GUSfLmA+V9Xz/tcz0vX/XUSCIJPdOrCsENN66RGKE80=,1,0.0,8.025516386489008,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,9.0,31,0,0,0,182,0,182
1298,2632509,uqrlYAfAAQoW6g3/OV6VJA5MWzZhz8A9tnVVfJqJQwc=,0,0.0,7.690286020676768,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,12.0,0.0,9.0,27,0,0,1,456,1,729
1299,139712,14miYf82BhySow7MtUHFx44ppHOztgUC/ohInMwWKTU=,0,0.0,3.49650756146648,35,2.0794415416798357,0.0,0.0,0,0,22.0,1.0,3.0,21,0,0,1,12,1,606
1300,274026,456Hkz5BLi/ajJmQzJNdRdsscPtPc2cV2cd+5/kTxgw=,0,0.0,0.6931471805599453,40,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,9.0,27,0,0,1,494,0,494
1301,2228669,lpU+aFPWculbNiR7cGHJEouSYpM5uR6A7mZwcR9xWak=,0,0.0,6.6359465556866475,41,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,4.0,0.0,7.0,24,0,0,1,747,0,747
1302,288938,4QGsEwrRM1CpGjix67Hoz/lz9bZvpX3rtXJ/9c6ldHA=,0,0.0,7.401231264413014,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,22.0,0.0,9.0,26,0,0,1,410,1,624
1303,1619409,YCx1RdW8MpkP0f15q+VLNGn9QU+4Kd28JlWtdIrigPw=,1,0.0,6.985641817639206,34,0.0,0.0,5.0106352940962555,1,0,13.0,1.0,3.0,23,0,0,0,579,0,579
1304,2396088,pZI5IqtX/BNQsdN3yLErhOZYT8RmP9fR+PLB2GPOipk=,0,0.0,4.709530201312334,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,13.0,0.0,3.0,27,0,0,1,415,1,729
1305,494309,90I7L4QcD3/YU1Rq6IkB9CPfDgBKS8RNGSFl6S+GJwQ=,1,0.0,8.043342170441607,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,15.0,0.0,9.0,40,0,0,0,182,0,182
1306,2624864,ufzOgSkkpe7vBubExm+FP07BpS4FTqE50V7HVI98iEY=,1,0.0,7.423568444259168,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,3.0,26,0,0,0,182,0,182
1307,1502671,Vc2pcrnDO6vvStljma5M6lb/nj6Pp4QvCuRvV2DQr5A=,0,0.0,2.302585092994046,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,3.0,22,0,0,1,423,1,499
1308,631812,C5MZTeqITFjjTFM+yPbJ55BWyW4EJVpyNAe2HR9JddI=,0,0.0,4.605170185988092,32,4.51085950651685,5.700443573390688,5.700443573390688,0,0,15.0,1.0,4.0,37,0,0,1,123,0,123
1309,1067453,Lt91/2o2VbeSfpl4UqWrAKPcdh45Q0mhsVXYp+0KAN8=,0,0.0,6.366470447731437,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,4.0,1.0,9.0,29,0,0,1,755,0,755
1310,1764311,bS9w4Xz3lEfaOgUFtVuMeWc4m2qn2TU2ZKKhQBO3Ni8=,0,0.0,8.130353547431238,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,4.0,1.0,9.0,37,0,0,1,671,0,671
1311,373991,6JsMoDnF50jT8EWT2dCNx9cBm/ryvk8OmbmAvLcRSvg=,0,0.0,7.049254841255838,37,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,9.0,25,0,0,1,756,0,756
1312,962285,JWaUXrolZc2jsEjWRDG5Jjz6dnwEjAXZT2xVwfAZvSE=,0,0.0,6.6385677891665225,32,5.198497031265826,6.285998094508865,6.285998094508865,0,0,5.0,1.0,9.0,28,0,0,1,366,1,705
1313,367732,6B2VbMHQGk9LgxsV06hSbmtsl04fwyETJzYPWRl6EOs=,0,0.0,5.733341276897747,35,2.0794415416798357,0.0,0.0,0,0,22.0,0.0,3.0,30,0,0,1,5,1,215
1314,2135210,jjsty1OsFN6RcDKZViRVACkrymXY5Rb9ZQx02sR+4hY=,1,6.385194398997727,7.367077059881012,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,15.0,1.0,9.0,19,0,0,0,30,1,92
1315,2019729,h8lSo12aUrxngcb4o0nSBygatmviVR4URf0FZNJhjLk=,1,0.0,8.323122887587736,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,4.0,0.0,9.0,22,0,0,0,68,1,97
1316,1160706,NzcgG3v5NCj2qbHMu0czRpbX9btDxdh+/qwDMQBqhOI=,1,0.0,8.185350223178688,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,6.0,1.0,9.0,24,0,0,0,182,0,182
1317,2191135,kzXUS5hZgQvA+Gc+JYz9qqhjQDO/8vzDU9jouiUAHjk=,1,0.0,4.248495242049359,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,6.0,1.0,3.0,28,0,0,0,61,1,477
1318,1659685,Z5vm9vfhLgqfXlwjAssUSpPklhJlVFBTTszZMSYBF9I=,1,0.0,7.552237287560803,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,11.0,1.0,9.0,34,0,0,0,182,0,182
1319,998525,KKE8MwV1kv9ls7L4nr3E9uAVG01Ti+g03A0YgDCc8/k=,0,0.0,6.720220155135295,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,0.0,3.0,18,0,0,1,62,1,78
1320,607003,BXjFySA42Hw7Vc08OCE5mw2ITUN9oxr2FWRrzgZeNwE=,0,0.0,6.129050210060545,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,17.0,1.0,3.0,30,0,0,1,401,1,729
1321,2396659,pa5i0j5mWwHi44z44ud0XJ665+75YizMZksY1Cl0zYw=,0,0.0,7.557994958530807,34,0.0,0.0,5.0106352940962555,1,0,14.0,1.0,9.0,55,0,0,1,30,1,670
1322,1317966,RTkROQoghF+KBeX5fx3V3JspehO3uBQbPHl2v86774s=,0,0.0,6.551080335043403,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,12.0,0.0,3.0,22,0,0,1,154,1,744
1323,856347,H8MitQGeEXUj0nTMhG6zT7dOAjhwzh/nhOyUuWIyXpI=,0,0.0,5.723585101952382,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,9.0,19,0,0,1,64,1,736
1324,2522495,sOXAdgb1lcuSnl5dZqLj3ddgKl/yBdooIuoIsERbO0A=,1,0.0,6.725033642166842,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,22.0,1.0,3.0,27,0,0,0,182,0,182
1325,2574279,tXjmdQMo+ycbc2KDoqgm10sa4u34IB0tDoywtSwoc2U=,0,0.0,3.7376696182833684,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,5.0,0.0,3.0,20,0,0,1,447,1,749
1326,2861131,zzQ2sHNmv8F3zfbVpmKDjE4bwQ2JAMDLmfwkcLb0f1o=,0,0.0,6.304448802421981,35,2.0794415416798357,0.0,0.0,0,0,4.0,0.0,3.0,26,0,0,1,7,1,89
1327,1282529,QhDPhYG4OaLV5LW+MONWjTQyQy3W1jT2REd4ihtqyq8=,0,0.0,7.510977752014095,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,22.0,0.0,9.0,29,0,0,1,734,0,734
1328,329684,5KwV3EDAy7egp98Jr35R8PYn+FY7ZnuNxDOFBg1CIJQ=,0,0.0,3.49650756146648,38,2.0794415416798357,0.0,0.0,0,0,10.0,0.0,4.0,19,0,0,1,147,1,348
1329,294098,4XcZL41OBjPSJWLYoZYAKzft8Dn2KHSNPCi+MZ8geAE=,1,4.8283137373023015,7.210079628170787,32,5.278114659230517,6.796823718274855,6.796823718274855,0,0,18.0,1.0,9.0,24,0,0,0,198,1,498
1330,1763342,bQpfXzsaLXnkffxHzOMRV30Le8RkLOlY1mFvIcf8P70=,0,0.0,6.6359465556866475,41,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,9.0,1.0,7.0,24,0,0,1,742,0,742
1331,696280,DYTSD8BJJ/8uTSISvwzYFDWBvV+mQBICdAzRqSCuBdI=,0,0.0,7.880804344674902,34,0.0,0.0,5.0106352940962555,1,0,22.0,0.0,9.0,42,0,0,1,30,1,670
1332,1686107,ZhV5KEP23s7p8W4EjAiszOrX0aIiYTIpyfJAPlF/ogY=,0,0.0,7.149916836132108,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,4.0,0.0,9.0,23,0,0,1,404,1,729
1333,1114547,MwyjHyEKOxCPLcY41rPWmiMd4L4MmTHpAllMxX8uO+E=,0,0.0,7.776954403322443,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,4.0,1.0,9.0,30,0,0,1,154,1,399
1334,1287918,QovEJQ+k64a5n8TzL4AaWkrkdJ3MZ6xK7WhPeYaBPWs=,0,0.0,7.25063551189868,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,4.0,0.0,9.0,28,0,0,1,89,1,752
1335,315572,50YsMcUQ5F68TeoINB0HASoG9NtIwsDzBTCOTdgklzI=,0,0.0,6.154858094016419,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,5.0,0.0,3.0,28,0,0,1,30,1,233
1336,479836,8hYAefWPJgSp0Iw1VdM6jX5TZ3D7oHc14bqOU9iPcNI=,0,0.0,8.065893546964274,33,0.0,0.0,5.0106352940962555,1,0,6.0,0.0,9.0,35,0,0,1,30,1,670
